Strategy_ID,Net_Profit,Drawdown,Win_Rate,SQN_Score,Ret_DD_Ratio,Category
SYN_0857,3929.04,1888.96,43.99,1.54,2.08,Bad
SYN_0858,3837.16,1528.75,45.44,1.65,2.51,Bad
SYN_0859,4402.99,1667.8,46.37,1.54,2.64,Bad
SYN_0860,6532.67,2184.84,51.19,2.16,2.99,Medium
SYN_0861,13983.84,3353.44,59.43,2.56,4.17,Good
SYN_0862,14483.14,3314.22,57.28,2.76,4.37,Good
SYN_0863,14072.81,3000.6,56.16,2.62,4.69,Good
SYN_0864,15109.06,3457.45,52.06,2.64,4.37,Good
SYN_0865,4371.61,1727.91,44.47,1.63,2.53,Bad
SYN_0866,7684.09,2454.98,49.0,2.06,3.13,Medium
SYN_0867,7872.69,2400.21,49.1,2.26,3.28,Medium
SYN_0868,4729.27,1777.92,41.29,1.43,2.66,Bad
SYN_0869,15406.87,3408.6,59.59,3.05,4.52,Good
SYN_0870,16771.63,3735.33,62.01,3.02,4.49,Good
SYN_0871,7948.18,2358.51,44.09,2.13,3.37,Medium
SYN_0872,5118.85,1999.55,40.49,1.57,2.56,Bad
SYN_0873,9927.43,2804.36,60.68,2.83,3.54,Good
SYN_0874,8207.38,2682.15,47.71,1.95,3.06,Medium
SYN_0875,12525.54,3062.48,55.81,2.76,4.09,Good
SYN_0876,12815.3,3244.38,59.7,2.94,3.95,Good
SYN_0877,13831.33,2869.57,54.22,2.53,4.82,Good
SYN_0878,13608.81,3024.18,56.28,3.29,4.5,Good
SYN_0879,4577.13,1733.76,41.26,1.27,2.64,Bad
SYN_0880,12390.4,3128.89,56.04,2.89,3.96,Good
SYN_0881,4508.71,1734.12,44.33,1.42,2.6,Bad
SYN_0882,7686.96,2512.08,48.49,2.18,3.06,Medium
SYN_0883,3970.75,1718.94,41.47,1.34,2.31,Bad
SYN_0884,7214.19,2396.74,52.24,2.28,3.01,Medium
SYN_0885,7450.24,2292.38,47.21,2.05,3.25,Medium
SYN_0886,7184.47,2217.43,47.79,2.07,3.24,Medium
SYN_0887,12921.92,2936.8,61.69,2.76,4.4,Good
SYN_0888,11111.31,2863.74,60.02,3.17,3.88,Good
SYN_0889,12726.15,3103.94,61.86,2.61,4.1,Good
SYN_0890,10048.59,3008.56,57.16,2.83,3.34,Good
SYN_0891,3902.6,1518.52,43.38,1.52,2.57,Bad
SYN_0892,13689.18,3055.62,54.95,2.71,4.48,Good
SYN_0893,11387.92,2897.69,62.34,2.7,3.93,Good
SYN_0894,9743.8,3582.28,52.57,3.02,2.72,Good
SYN_0895,13903.45,3263.72,61.85,2.61,4.26,Good
SYN_0896,3918.19,1856.96,42.43,1.64,2.11,Bad
SYN_0897,9340.05,2882.73,60.09,2.65,3.24,Good
SYN_0898,12788.95,2417.57,54.67,2.32,5.29,Good
SYN_0899,5131.84,1704.93,50.63,2.19,3.01,Medium
SYN_0900,13479.96,3369.99,62.19,3.14,4.0,Good
SYN_0901,4591.34,1772.72,42.47,1.59,2.59,Bad
SYN_0902,6689.33,2150.91,50.14,2.0,3.11,Medium
SYN_0903,7717.77,2457.89,51.0,2.13,3.14,Medium
SYN_0904,4573.9,1706.68,40.51,1.56,2.68,Bad
SYN_0905,13712.42,3166.84,58.84,2.93,4.33,Good
SYN_0906,10259.36,2735.83,59.04,2.79,3.75,Good
SYN_0907,14290.46,3581.57,52.81,2.91,3.99,Good
SYN_0908,6754.93,2104.34,49.69,2.1,3.21,Medium
SYN_0909,12618.5,3026.02,59.01,2.36,4.17,Good
SYN_0910,12897.05,2958.04,60.62,2.87,4.36,Good
SYN_0911,11896.0,2873.43,63.8,2.91,4.14,Good
SYN_0912,14126.46,3232.6,59.02,2.92,4.37,Good
SYN_0913,11068.05,2859.96,61.38,2.64,3.87,Good
SYN_0914,3920.01,1640.17,41.53,1.59,2.39,Bad
SYN_0915,12947.32,3150.2,56.86,2.66,4.11,Good
SYN_0916,4441.94,1657.44,43.94,1.57,2.68,Bad
SYN_0917,11552.07,2831.39,56.69,2.77,4.08,Good
SYN_0918,4433.07,1944.33,41.95,1.69,2.28,Bad
SYN_0919,6323.79,1933.88,49.04,2.16,3.27,Medium
SYN_0920,3684.11,1522.36,43.57,1.4,2.42,Bad
SYN_0921,4732.5,1863.19,39.56,1.39,2.54,Bad
SYN_0922,16896.72,3483.86,62.02,2.86,4.85,Good
SYN_0923,12965.29,3065.08,53.77,2.78,4.23,Good
SYN_0924,7150.07,2220.52,48.33,2.09,3.22,Medium
SYN_0925,7060.55,2486.11,52.24,2.03,2.84,Medium
SYN_0926,13738.81,2999.74,60.39,2.96,4.58,Good
SYN_0927,13807.09,3359.39,59.66,3.56,4.11,Good
SYN_0928,15666.82,3576.9,55.16,3.0,4.38,Good
SYN_0929,17078.95,3543.35,56.75,3.03,4.82,Good
SYN_0930,5127.12,2002.78,42.62,1.3,2.56,Bad
SYN_0931,6304.86,1854.37,51.49,2.1,3.4,Medium
SYN_0932,7702.13,2445.12,49.81,2.01,3.15,Medium
SYN_0933,4755.22,1704.38,42.43,1.13,2.79,Bad
SYN_0934,4876.58,1927.5,41.32,1.53,2.53,Bad
SYN_0935,18456.5,3508.84,54.73,2.92,5.26,Good
SYN_0936,12830.4,2970.0,54.78,2.35,4.32,Good
SYN_0937,9464.22,2530.54,61.56,2.36,3.74,Good
SYN_0938,7320.75,2490.05,49.7,1.94,2.94,Medium
SYN_0939,13133.07,3179.92,57.27,3.62,4.13,Good
SYN_0940,4065.8,1522.77,41.67,1.3,2.67,Bad
SYN_0941,17188.13,3324.59,54.58,2.42,5.17,Good
SYN_0942,7902.86,2549.31,49.11,1.91,3.1,Medium
SYN_0943,12137.15,2727.45,60.68,2.76,4.45,Good
SYN_0944,3089.23,1506.94,48.15,1.85,2.05,Bad
SYN_0945,10925.81,3194.68,58.52,2.98,3.42,Good
SYN_0946,3359.88,1394.14,40.36,1.55,2.41,Bad
SYN_0947,11587.81,3329.83,59.95,2.61,3.48,Good
SYN_0948,12616.71,2553.99,56.6,2.64,4.94,Good
SYN_0949,12789.09,2698.12,64.31,2.92,4.74,Good
SYN_0950,12478.31,2895.2,55.95,2.82,4.31,Good
SYN_0951,9356.05,2657.97,62.82,2.97,3.52,Good
SYN_0952,13082.94,2789.54,64.69,2.69,4.69,Good
SYN_0953,5616.64,2095.76,40.33,1.49,2.68,Bad
SYN_0954,9530.83,2501.53,57.32,2.84,3.81,Good
SYN_0955,16620.95,3506.53,61.01,2.53,4.74,Good
SYN_0956,11960.23,3074.61,54.24,3.01,3.89,Good
SYN_0957,8630.53,2631.26,49.05,2.43,3.28,Medium
SYN_0958,11215.12,2853.72,64.61,3.24,3.93,Good
SYN_0959,14630.63,3434.42,62.62,2.88,4.26,Good
SYN_0960,12418.91,3089.28,54.61,2.85,4.02,Good
SYN_0961,11759.54,3038.64,60.26,3.51,3.87,Good
SYN_0962,12793.73,3038.89,56.92,2.47,4.21,Good
SYN_0963,14532.08,3166.03,60.06,2.98,4.59,Good
SYN_0964,15384.84,3114.34,60.35,2.56,4.94,Good
SYN_0965,4458.76,1819.9,46.96,1.39,2.45,Bad
SYN_0966,10959.97,2854.16,59.34,2.94,3.84,Good
SYN_0967,4425.71,1875.3,41.77,1.7,2.36,Bad
SYN_0968,7761.91,2418.04,45.57,1.9,3.21,Medium
SYN_0969,11454.31,2849.33,53.89,2.72,4.02,Good
SYN_0970,11059.73,2572.03,61.46,2.63,4.3,Good
SYN_0971,4247.66,1846.81,41.85,1.57,2.3,Bad
SYN_0972,5138.83,1848.5,47.14,1.48,2.78,Bad
SYN_0973,15299.69,3415.11,56.53,2.14,4.48,Good
SYN_0974,4404.83,1769.01,46.23,1.3,2.49,Bad
SYN_0975,14028.94,2953.46,57.24,2.72,4.75,Good
SYN_0976,4565.35,1783.34,41.99,1.6,2.56,Bad
SYN_0977,13572.79,3077.73,55.72,2.74,4.41,Good
SYN_0978,12404.79,2981.92,63.09,3.07,4.16,Good
SYN_0979,4284.85,1741.81,41.93,1.44,2.46,Bad
SYN_0980,10532.42,2714.54,62.29,2.99,3.88,Good
SYN_0981,6957.3,2134.14,48.3,2.35,3.26,Medium
SYN_0982,14080.44,3328.71,62.77,2.61,4.23,Good
SYN_0983,12896.4,2878.66,63.7,2.81,4.48,Good
SYN_0984,6835.53,2248.53,48.56,2.12,3.04,Medium
SYN_0985,9999.6,2570.59,57.76,2.98,3.89,Good
SYN_0986,11546.75,2816.28,61.09,2.69,4.1,Good
SYN_0987,9672.73,2803.69,59.12,3.14,3.45,Good
SYN_0988,7734.27,2432.16,52.79,2.31,3.18,Medium
SYN_0989,14354.96,3369.71,61.29,3.06,4.26,Good
SYN_0990,8860.02,2260.21,59.7,3.01,3.92,Good
SYN_0991,10473.66,2778.16,59.51,2.44,3.77,Good
SYN_0992,6419.19,2090.94,51.51,2.27,3.07,Medium
SYN_0993,3688.14,1624.73,37.88,1.36,2.27,Bad
SYN_0994,9211.62,2709.3,49.92,2.19,3.4,Medium
SYN_0995,12424.97,2773.43,61.18,3.15,4.48,Good
SYN_0996,13425.87,3211.93,49.87,2.16,4.18,Good
SYN_0997,9691.42,2722.31,55.16,2.56,3.56,Good
SYN_0998,8471.88,2590.79,49.49,2.3,3.27,Medium
SYN_0999,3770.18,1611.19,42.31,1.41,2.34,Bad
SYN_1000,15345.67,3223.88,58.36,2.96,4.76,Good
